en,ngiemboon
pick,kwò
cocoyam,kǔʼ
outcry,gwá
regurgitate,éfa
food for thought,kǔʼ
call back,ḿbá
isn’t it?,élé
imagine,ḿbá
reprimand,gág
breast,kùb
bum,jʉʼ
piddle,lǎg
purify,éfa
choke up,éfa
appreciate,fùʼ
run short,lɔ̀
road,lǎŋ
drop dead,lɔ̀
like,làa
fix,gem
raffia seed,kúb
bark,gûg
sprightliness,lém
comrade,fɛ́
hind end,jʉʼ
peach,jÿó
nose candy,éfa
bequeath,lwò
fail,lɔ̀
bobble,éfa
turn over,ésa
stinking,lʉ̌
turn,fàʼ
bad,máa
screw thread,éfá
lamp,lâm
run out,ésa
part of the thorax,gáŋ
gustatory modality,gyě
break up,ésa
posterior,jʉʼ
Village,láʼ
type A,le-
unfreeze,ésí
meld,ésí
banker's bill,mâg
barrier,kʉŋ
little,kʉ́
impart,lwò
tail,jʉʼ
call,gwá
jive,léŋ
discase,kùb
chew the fat,gág
yack,gág
bleeder,fàa
go away,lɔ̀
barque,gûg
already,láʼ
spread out,ésa
bluster,éfa
whirl,lɔ̀
decayed,lʉ̌
upwind,jʉʼ
hemophile,fàa
scold,gág
emphasis,cʉ̀
stare,cʉ̀
chum,fɛ́
induct,jʉʼ
one-half,háb
gob,gem
infantry,kwò
medical specialty,ffo
spleen sickness,mbá
business leader,fùɔ
heart,lém
pass water,lǎg
pour forth,ésa
be stupid,éfú
take a crap,lʉŋ
comparability,làa
foundation,kwò
process,fàʼ
so,mbà
ember,kyé
dish,jÿó
fornication,gɛ́
quality,lùa
metrical unit,kwò
shed,ésa
gorge,éfa
smack,gyě
dot,ésa
pop off,lɔ̀
carry astride one's back,ḿba
rostrum,kèm
disseminate,ésa
affiliation,lǔŋ
drum,kẅǐ
neck opening,lóŋ
collar,lóŋ
grownup,máa
Sur,kwò
sound of a big object falling into water,cǔm
comparable,làa
focus,cʉ̀
pipage,káb
buttocks,jʉʼ
choker,lóŋ
multitude,láʼ
feces,lʉŋ
tycoon,fùɔ
pipework,káb
diminished,kʉ́
swash,éfa
nutrient,kǔʼ
position,lǎg
dasheen,kǔʼ
recollect,ḿbá
disappear,ésí
golf hole,gem
cervix,lóŋ
black eye,éfa
select,lìi
spirit up,lém
deal,ḿbá
jam,gem
commixture,cùb
wrinkle,éfá
photographic plate,káŋ
partake in,gàb
deform,ésa
Pu,ffó
bring,éfu
act,ésa
conk,lɔ̀
XTC,lɔ̀
chastity,kẅì
mass,láʼ
act upon,fàʼ
make,lǎg
X,lɔ̀
bungle,éfa
pee,lǎg
spend a penny,lǎg
ally,agí
cetacean mammal,fàa
study,fàʼ
round,ésa
music,ffo
sound,lɔ̀
shrill,káb
spue,éfa
organ pipe,káb
poison,liʼ
eminence,mâg
something found,fùʼ
antiophthalmic factor,le-
char,kyé
hindquarters,jʉʼ
shin,fʉ̌
disgorge,éfa
sass,kùb
blower,fàa
wasteweir,ésa
chit-chat,gág
strewing,ésa
taste perception,gyě
citizenry,láʼ
fellate,éfa
half,háb
notation,mâg
wrick,ésa
live,lɔ̀
vomit up,éfa
make,leŋ
be messy,ésa
contribute,éfu
plant louse,fúɔ
off-white,kẅǐ
self-aggrandising,máa
deadening,fʉ̀
sp. ant,ffó
value,fùʼ
bragging,máa
scream,gwá
malady,guɔ
pipe,káb
tree stump,kèm
tire,kwò
predilection,gyě
calibre,lùɔ
toxicant,liʼ
bird louse,fúɔ
preference,gyě
faeces,leŋ
gasconade,éfa
try,cʉ̀
hollow,gem
sully,lém
commode,lʉŋ
bollix,éfa
minor,kʉ́
sprain,ésa
admixture,cùb
fundament,kwò
live on,lɔ̀
potpourri,cùb
relieve oneself,lǎg
criminal conversation,gɛ́
plutonium,ffó
banality,cʉ̀
calibre,lùa
Al,jùa
leaf blade,gwà
ne'er,laa
wee,lǎg
a,le-
disrobe,kùb
defecate,lʉŋ
snuff it,lɔ̀
do work,fàʼ
hoof,kwò
people,láʼ
sp. mushroom with large head and long stem,gúʼ
call out,gwá
give out,lɔ̀
melt down,ésí
crinkle,éfá
tobacco pipe,káb
very fast,kǎd
very fast,gǎd
unclothe,kùb
smasher,jÿó
bounteous,máa
war cry,gwá
acedia,lǒŋ
shedding,kùb
feel,lém
oeuvre,fàʼ
sp. West African yam,cúa
adultery,gɛ́
throat,gág
run low,lɔ̀
confabulate,gág
shoe collar,lóŋ
nerves,lóŋ
admirer,agí
puke,éfa
post,lǎg
overawe,fòŋ
handsome,máa
dirt ball,fúɔ
arm,fʉ́
axerophthol,le-
and then,mbà
foot,kwò
berate,gág
turning,ésa
field goal,kàg
mouth,kùb
seam,éfá
gormandise,éfa
podium,kèm
boastfully,máa
go,lɔ̀
result,lwò
natter,gág
dog collar,lóŋ
entrust,lwò
tiller,leŋ
locomote,lɔ̀
draw,éfá
extend,lɔ̀
acquaintance,agí
go away,lwò
sloth,lǒŋ
creditor,fùu
never,laa
bountiful,máa
lick,fàʼ
discernment,gyě
beauty,jÿó
talk,ésa
that ... there,gẅi
exit,lɔ̀
hollo,gwá
appreciation,gyě
purport,lém
hug drug,lɔ̀
opine,ḿbá
tumble,ésa
timber,lùɔ
spy,lǎg
low,kʉ́
chat,gág
brand,gwà
skin,kùb
also,mbǎ
rotted,lʉ̌
belittled,kʉ́
ass,jʉʼ
rumple,éfá
endure,jʉʼ
that one there,gẅi
mug up,kẅǐ
Quaker,ayí
cogitate,ḿbá
work,ésa
timber,lùa
insect,fúɔ
C,éfa
choice,lìi
louse up,éfa
government note,mâg
leaf,ffo
Adam,lɔ̀
booster,agí
catch,lóŋ
dais,kèm
take down,mâg
bollocks up,éfa
supporter,agí
spillway,ésa
Asiatic cholera,kǔa
scrunch up,éfá
toilet,leŋ
plateful,káŋ
bumble,éfa
ferment,ésa
sty,kab
timbre,lùɔ
crop,fàʼ
wander,éfá
egotist,kim
bile,lẅè
intend,ḿbá
throne,lʉŋ
assortment,cùb
diffuse,ésa
full-grown,máa
take to task,gág
comparing,làa
crowing,máa
information source,líɛ
swing over,léŋ
crisp,éfá
melting,ésí
tone,lìi
life,lém
folio,ffo
cry,gwá
retrieve,ḿbá
laziness,lǒŋ
timbre,lùa
quarter of beef,kìb
bromide,cʉ̀
mess up,éfa
rear end,jʉʼ
substructure,kwò
stuff,éfa
chest,kùb
solve,fàʼ
search by following the tracks,ḿbá
prize,lùɔ
shitty,lʉ̌
wreak,fàʼ
then,mbà
confab,gág
wee-wee,lǎg
os,kẅǐ
botch,éfa
lulu,jÿó
old age,lÿò
neckband,lóŋ
yam,júʼ
bump,éfa
cop,lóŋ
very calm,kěm
invertebrate foot,kwò
share,gàb
prize,lùa
thrust,éfa
for you,gẅi
vaunt,éfa
act,fàʼ
squander,éfa
mist,lém
tush,jʉʼ
twist,ésa
tie-up,lǔŋ
ordure,leŋ
neck,lóŋ
pocket-sized,kʉ́
unknown,kʉ́
fornication,gàb
visit,gág
ft,kwò
vitamin A,le-
sweep,léŋ
dapple,lǎg
constipation,fʉ̀
communion,gàb
reproof,gág
fecal matter,leŋ
miscellanea,cùb
pool,lǎg
be blind,éfʉ
remark,mâg
make,lʉŋ
sway,léŋ
ruckle,éfá
sense of taste,gyě
A,le-
sterility,kǐŋ
caliber,lìi
brag,éfa
Ha,Ɛ̂ɛ
process,ḿbá
Friend,ayí
crony,fɛ́
gustatory perception,gyě
leave,lwò
corresponding,làa
think,ḿbá
handbasket,kàg
practice of medicine,ffo
strong cold during times of fog,gém
celibacy,kẅì
potty,leŋ
treat,ḿbá
forge,fàʼ
mean,ḿbá
cup,gʉ̌
shit,leŋ
understructure,kwò
go blind,éfʉ
Brother,fɛ́
stern,jʉʼ
chew out,gág
reverse,ésa
faeces,lʉŋ
knockout,jÿó
intent,lém
scarf out,éfa
yap away,gág
fundament,jʉʼ
break down,lɔ̀
stool,leŋ
dish aerial,jÿó
Pansa,ffó
home,káŋ
buy the farm,lɔ̀
hoarded wealth,fùʼ
for you,gẅí
quick temper,mbá
amp,le-
circularize,ésa
shriek,káb
defile,lém
quality,lìi
divvy up,gàb
rear,jʉʼ
tension,cʉ̀
black bean aphid,làŋ
have words,gág
commonplace,cʉ̀
tie,lǔŋ
champion,agí
sp. ant,lÿó
lend,éfu
leave-taking,lwò
retch,éfa
sucking louse,fúɔ
old place,fòm
medicinal drug,ffo
equivalence,làa
purulence,ffó
route,lǎŋ
change state,ésa
remember,ḿbá
pee-pee,lǎg
stomp,kèm
rotten,lʉ̌
sound of cloth ripping or rain beating down,gwâ
nausea,guɔ
metrical foot,kwò
festering,ffó
conditions,jʉʼ
mark,mâg
egoist,kim
group A,le-
sound of air moving,jÿâ
groundwork,kwò
Tyre,kwò
cholera,kǔa
prime,lùɔ
unwellness,guɔ
treasure,fùʼ
piss,lǎg
weather,jʉʼ
seat,jʉʼ
gourmandize,éfa
dapple,lém
besides,mbǎ
will,lwò
call up,ḿbá
make for,fàʼ
sassing,kùb
kickshaw,ḿbá
broadcast,ésa
sanies,ffó
try,gyě
deal,gàb
rump,jʉʼ
golf shot,léŋ
prime,lùa
tiller,lʉŋ
protagonist,agí
exit,lwò
saucer,jÿó
nail,lóŋ
care for,fùʼ
bodge,éfa
food,kǔʼ
smorgasbord,cùb
Billie Jean King,fùɔ
chatter,gág
conk out,lɔ̀
endure,lɔ̀
croak,lɔ̀
die,lɔ̀
criminal conversation,gàb
recall,ḿbá
last,lɔ̀
denture,káŋ
tomorrow future,gÿo
plate,káŋ
peeling,kùb
cakehole,gem
crack,lɔ̀
hooey,éfa
belong,lɔ̀
suppose,ḿbá
turn,ésa
dangle,léŋ
nervousness,lóŋ
invest,jʉʼ
flip,ffo
dainty,ḿbá
crappy,lʉ̌
flex,ésa
give way,lɔ̀
moo-cow,fòŋ
sick,éfa
addle,lǎg
bollix up,éfa
emphasize,cʉ̀
apportion,gàb
dejection,leŋ
not,kaa
can,lʉŋ
riff,ffo
employment,fàʼ
lend,fùu
tone,mâg
adultery,gàb
container,kùu
glut,éfa
flavour,lém
dissipate,ésa
short temper,mbá
comparison,làa
toilet,lʉŋ
provide,lwò
work,fàʼ
cupful,gʉ̌
Billie Jean Moffitt King,fùɔ
binge,éfa
loan,éfu
sp. tree that you can make jute from its bark,fàŋ
crap,leŋ
intermediation,kěm
bark,kùb
maculation,lǎg
put to work,fàʼ
gastritis,lÿò
tail end,jʉʼ
call down,gág
stress,cʉ̀
calibre,lìi
spillage,ésa
bawl out,gág
snow,éfa
pass,lɔ̀
taking into custody,lóŋ
puddle,lǎg
queen,fùɔ
small-scale,kʉ́
ferment,fàʼ
evaporate,ésí
vane,gwà
chew,gág
preeminence,mâg
shoot the breeze,gág
sour,fàʼ
take a crap,leŋ
lambaste,gág
notice,mâg
manducate,gág
irregularity,fʉ̀
wrench,ésa
world-beater,fùɔ
scraper,kùa
visitor to sick people,fòŋ
topographic point,lǎg
barque,kùb
variety,cùb
clobber,éfa
friend,agí
float,éfa
pirouette,ésa
emotional state,lém
fuck up,éfa
ca-ca,leŋ
sexual abstention,kẅì
crapper,leŋ
cram,kẅǐ
rifle,lɔ̀
blind person,fʉ̀
non,kaa
electric fan,fàa
liberal,máa
medicament,ffo
blot,lǎg
roadblock,kʉŋ
operate,lɔ̀
flake off,kùb
greenback,mâg
heavy,máa
dish up,jÿó
go game,lɔ̀
cherish,fùʼ
indolence,lǒŋ
plume,ffo
shin bone,fʉ̌
yack away,gág
play,fàʼ
run,lɔ̀
purging,éfa
shape,fàʼ
cover,ḿbá
ichor,ffó
burn out,éfa
sleeve,lúʼ
brave out,jʉʼ
perish,lɔ̀
backside,jʉʼ
tone,lém
fecal matter,lʉŋ
get going,lɔ̀
stunner,jÿó
behind,jʉʼ
make water,lǎg
pass away,lɔ̀
blow,éfa
put a tie on,éfá
bring,fàʼ
ampere,le-
shove,éfa
peel,kùb
fully grown,máa
basket,kàg
loanword,fùu
Friend,agí
loving cup,gʉ̌
offer,lɔ̀
inspirit,lém
fumble,éfa
loan,fùu
influence,fàʼ
male monarch,fùɔ
rim,kùb
sound of an instrument buried in a moist body,fùb
engorge,éfa
ally,ayí
potty,lʉŋ
haze over,lém
leave of absence,lwò
dispel,ésa
shit,lʉŋ
spread,ésa
Riley B King,fùɔ
choke,lɔ̀
banknote,mâg
tour,ésa
aiele sap,lìi
spew,éfa
melt,ésí
scour,éfa
hamlet,láʼ
stool,lʉŋ
allow for,lwò
go out,lwò
believe,ḿbá
ivory,kẅǐ
emphasise,cʉ̀
spot,lǎg
exclaim,gwá
too,mbǎ
timber,lìi
vociferation,gwá
go forth,lwò
sit down,jʉʼ
fluff,éfa
start,lɔ̀
thawing,ésí
weep,gwá
espy,lǎg
base,kwò
spell,ésa
gas,éfa
B. B. King,fùɔ
dethaw,ésí
sidekick,fɛ́
promissory note,mâg
vale,fúʼ
smirch,lǎg
work out,fàʼ
give-up the ghost,lɔ̀
expire,lɔ̀
prat,jʉʼ
platitude,cʉ̀
hold dear,fùʼ
shinbone,fʉ̌
become,ésa
purse,éfá
sweetheart,jÿó
nates,jʉʼ
sound of feet striking the ground,lêŋ
bank bill,mâg
cow,fòŋ
slop,ésa
transfuse,gʉ̌
impairment,fʉ̀
spill,ésa
tone,lùɔ
break,lɔ̀
waste,éfa
collection plate,káŋ
savour,gyě
pull up stakes,lwò
muddle,lǎg
goody,ḿbá
satiate,éfa
bureau,kùb
cry out,gwá
mantrap,jÿó
shoot a line,éfa
timbre,lìi
atomic number 94,ffó
arse,jʉʼ
lilt,léŋ
mixing,cùb
feather,ffo
mediation,kěm
pot,leŋ
home plate,káŋ
call on the carpet,gág
bit,ésa
defecate,leŋ
Rex,fùɔ
sp. squirrel,lèŋ
small,kʉ́
poppycock,éfa
stuff and nonsense,éfa
look after,ḿbá
baron,fùɔ
boast,éfa
musical note,mâg
shove off,éfa
hold out,lɔ̀
spleen,mbá
mogul,fùɔ
prize,lìi
sharing,gàb
deoxyadenosine monophosphate,le-
fall,ésa
pocket-size,kʉ́
buns,jʉʼ
unusual,kʉ́
stinky,lʉ̌
fanny,jʉʼ
atomic number 13,jùa
be sick,éfa
reverse,éfa
yell,gwá
move around,ésa
buddy,fɛ́
big businessman,fùɔ
purge,éfa
admirer,ayí
distinguish,lǎg
leafage,ffo
strong wind,fóm
mix up,kèm
stain,lǎg
block,éfa
yarn,éfá
leg it,kwò
standard-winged nightjar,kwó
caliber,lùɔ
dejection,lʉŋ
cock-a-hoop,máa
yam plant,júʼ
gravid,máa
bout,ésa
ribbon,éfá
daub,lǎg
acquaintance,ayí
large,máa
move,lɔ̀
dress down,gág
give,lwò
reckon,ḿbá
desquamation,kùb
pass on,lwò
impart,éfu
plow,ḿbá
bestow,éfu
befog,lém
pick up,lóŋ
caliber,lùa
kettle of fish,gem
sanctify,éfa
pass around,ésa
throw up,éfa
remonstrate,gág
hemophiliac,fàa
sickness,guɔ
make out,lóŋ
strain,cʉ̀
and so,mbà
crap,lʉŋ
thumb,ffo
carry straddling the back,ḿba
tomorrow,jǔɔ
guess,ḿbá
pharynx,gág
puzzle out,fàʼ
pig out,éfa
medicate,ffo
cloud,lém
human foot,kwò
crook,ésa
derriere,jʉʼ
mess,gem
get around,léŋ
ball up,éfa
big,máa
quality,lùɔ
operate,fàʼ
share-out,gàb
cash in one's chips,lɔ̀
spoil,éfa
stump,kèm
one who slips into something,fàa
thorax,kùb
back talk,kùb
corrupt,lém
coke,éfa
gustation,gyě
regorge,éfa
swellhead,kim
release,ésa
run,fàʼ
likewise,mbǎ
compare,làa
come from,éfó
swarm,lém
wind,éfá
speckle,lǎg
booster,ayí
pus,ffó
holler,gwá
lineament,lùɔ
supporter,ayí
billet,lǎg
ca-ca,lʉŋ
observe,mâg
be adrift,éfa
sprinkle,ésa
bill,mâg
crapper,lʉŋ
annotation,mâg
billet,mâg
bottom,jʉʼ
pal,fɛ́
as well,mbǎ
throne,leŋ
lip,kùb
gustatory sensation,gyě
choice,lùɔ
chitchat,gág
very fast,fím
lineament,lùa
function,lɔ̀
lecture,gág
take a shit,leŋ
situation,lǎg
allow,lwò
dearth,cÿó
pigpen,kab
looker,jÿó
riffle,ffo
swing,léŋ
reversal,éfa
envenom,liʼ
angstrom,le-
swot up,kẅǐ
scattering,ésa
prime,lìi
mixture,cùb
gust,éfa
piece of meat,kìm
plant out,ḿbá
uncase,kùb
smudge,lǎg
valley,fúʼ
connexion,lǔŋ
stamp,kèm
character,lùɔ
mouthful,gyě
shout,gwá
obscure,lém
take note,mâg
haemophile,fàa
go bad,lɔ̀
parting,lwò
taste,gyě
body of work,fàʼ
conceive,ḿbá
very dirty,kúd
character,lùa
serve,jÿó
foliage,ffo
gossip,gág
setback,éfa
mellow out,ésí
lousy,lʉ̌
drift,éfa
adult,máa
care for,ḿbá
note of hand,mâg
how much?,láa
undress,kùb
work,lɔ̀
depart,lɔ̀
overeat,éfa
Indian cholera,kǔa
settlement,láʼ
claver,gág
basketball hoop,kàg
gormandize,éfa
gem,fùʼ
overcast,lém
miscellany,cùb
king,fùɔ
adenine,le-
flub,éfa
address,ḿbá
magnanimous,máa
bank note,mâg
routine,ésa
be foolish,éfú
become blind,éfʉ
accent,cʉ̀
splatter,ésa
part of a dividing up,kìm
bone,kẅǐ
humble,kʉ́
lead,lɔ̀
debone,kẅǐ
roof of the mouth,gág
coffin,kùb
squeeze,éfa
descry,lǎg
tibia,fʉ̌
berth,lǎg
watchword,gwá
taste sensation,gyě
shortage,cÿó
get,lɔ̀
angstrom unit,le-
recognise,lǎg
blade,gwà
farewell,lwò
braggart,máa
swot,kẅǐ
office,lǎg
great,máa
crease,éfá
bighearted,máa
shell,káŋ
shove along,éfa
blow out,éfa
muddle,gem
Pus,ffó
taro,kǔʼ
plow,ésa
moribund,kwè
top executive,fùɔ
pot,lʉŋ
scrunch,éfá
mold,fàʼ
go,ésa
circularise,ésa
grow,ésa
butt,jʉʼ
dry season,lùm
line,mâg
strip down,kùb
bollocks,éfa
dishful,jÿó
eddo,kǔʼ
form,fàʼ
blast,éfa
grind away,kẅǐ
very soft,cûu
soapbox,kèm
can,jʉʼ
obnubilate,lém
dish out,jÿó
chide,gág
champion,ayí
consider,ḿbá
Greenwich Village,láʼ
gaze,cʉ̀
squirrel,kàŋ
blazon out,gwá
material,éfa
urinate,lǎg
tell apart,lǎg
scale,káŋ
with child,máa
openhanded,máa
home base,káŋ
minuscule,kʉ́
irascibility,mbá
feeling,lém
cup of tea,jÿó
small town,láʼ
pulpit,kèm
piping,káb
disco biscuit,lɔ̀
jaw,gág
bend,ésa
micturate,lǎg
apprehend,lóŋ
fit,lɔ̀
short letter,mâg
string,éfá
steel,gwà
crustal plate,káŋ
pair of scissors,gwà
leash,lóŋ
aluminium,jùa
dish antenna,jÿó
that one,gẅi
hoof it,kwò
cristal,lɔ̀
mix,cùb
chest of drawers,kùb
rallying cry,gwá
intellectual nourishment,kǔʼ
worm,fúɔ
power,fùɔ
hole out,gem
blend in,lɔ̀
leave behind,lwò
pipe up,káb
spirit,lém
sp. tree,gwà
trounce,gág
partake,gàb
regale,ḿbá
fleck,lǎg
fling,lɔ̀
protagonist,ayí
egocentric,kim
select,lùɔ
edda,kǔʼ
slur,lǎg
keister,jʉʼ
rebuke,gág
vomit,éfa
decease,lɔ̀
connection,lǔŋ
BM,leŋ
aluminum,jùa
vauntingly,máa
cast,éfa
kick the bucket,lɔ̀
fog,lém
workplace,fàʼ
strip,kùb
tasting,gyě
yesterday,jǔɔ
faecal matter,leŋ
farce,éfa
spotlight,lǎg
select,lùa
famine,cÿó
get out,lwò
illness,guɔ
skin,gûg
overindulge,éfa
motley,cùb
mishandle,éfa
jumpiness,lóŋ
overgorge,éfa
serve up,jÿó
enceinte,máa
good turn,ésa
change by reversal,ésa
lowly,kʉ́
delicacy,ḿbá
brim,kùb
chaffer,gág
taint,lém
pare,kùb
ambo,kèm
function,fàʼ
sound of a heavy load,bîb
swinging,léŋ
blood brother,fɛ́
square,ffo
poisonous substance,liʼ
vainglorious,máa
dental plate,káŋ
becloud,lém
accentuate,cʉ̀
search for,ḿbá
sleeve,fʉ́
casket,kùb
can,leŋ
association,lǔŋ
cultivate,fàʼ
haemophiliac,fàa
flush,éfa
touch,lǎg
rag,gág
brave,jʉʼ
crumple,éfá
patch,lǎg
King,fùɔ
do by,ḿbá
epidemic cholera,kǔa
barf,éfa
recognize,lǎg
basketful,kàg
pigsty,kab
get up,kẅǐ
muff,éfa
backtalk,kùb
freehanded,máa
Quaker,agí
abandoned concession,fòm
tout,éfa
yap,gem
chew up,gág
disembodied spirit,lém
sour,ésa
thaw,ésí
take a shit,lʉŋ
note,mâg
survive,lɔ̀
meander,éfá
medicine,ffo
golf stroke,léŋ
flick,ffo
distribute,ésa
stagnant,kwè
exercise,fàʼ
botch up,éfa
blob,lǎg
ingurgitate,éfa
trap,gem
thread,éfá
cerebrate,ḿbá
pinch,lóŋ
liveliness,lém
arm,lúʼ
mention,mâg
concoction,cùb
sound of a bell ringing,kéŋ
hoi polloi,láʼ
circulate,ésa
line,éfá
magnate,fùɔ
village,láʼ
boastful,máa
furrow,éfá
strange,kʉ́
latrine,kwɛ
friend,ayí
be clean,ésí
sit,jʉʼ
turn,lɔ̀
disgorge,ésa
play,ésa
hold up,lɔ̀
unthaw,ésí
pearl,kẅǐ
depart,lwò
mellow,ésí
dresser,kùb
exploit,fàʼ
upchuck,éfa
call on,ésa
blemish,lǎg
swelled,máa
brother,fɛ́
honk,éfa
foul up,éfa
handle,ḿbá
pick out,lǎg
salmagundi,cùb
cat,éfa
mixed bag,cùb
dissolve,ésí
sample,gyě
suppuration,ffó
tooshie,jʉʼ
Martin Luther King Jr.,fùɔ
gall,lẅè
forget,lwò
lien,mbá
scatter,ésa
smear,lǎg
biting louse,fúɔ
try out,gyě
lead,lwò
sound of something moving without giving notice,kìb
solid food,kǔʼ
dust,ésa
pes,kwò
feces,leŋ
ordure,lʉŋ
portion out,gàb
swing out,léŋ
jitteriness,lóŋ
chuck,éfa
figure out,fàʼ
tyre,kwò
bit,lǎg
discern,lǎg
pip,lǎg
coal,kyé
giving,máa
medication,ffo
foreign,kʉ́
go down on,éfa
hoop,kàg
feathering,ffo
pickle,gem
turn of events,ésa
Federal Reserve note,mâg
restiveness,lóŋ
work on,fàʼ
look,lém
flavor,lém
modest,kʉ́
disperse,ésa
leave alone,lwò
intermixture,cùb
fledge,ffo
cetacean,fàa
tube,káb
very clean,kâb
plump,lɔ̀
ravisher,jÿó
screw up,éfa
cut,léŋ
apprehension,lóŋ
icky,lʉ̌
bone up,kẅǐ
expectant,máa
take a leak,lǎg
blend,lɔ̀
pectus,kùb
go,fàʼ
self-aggrandizing,máa
masticate,gág
nab,lóŋ
taro root,kǔʼ
arrest,lóŋ
